imageID,phone,phoneYear,resolution (MP),complexity
IMG_1001.JPG,APPLE Ipod touch - NOHDR,2007,8,74.77378225117334
IMG_1002.JPG,APPLE Ipod touch - NOHDR,2007,8,64.9665238639552
IMG_1003.JPG,APPLE Ipod touch - NOHDR,2007,8,73.8054210428145
IMG_1004.JPG,APPLE Ipod touch - NOHDR,2007,8,38.681857638888886
IMG_1005.JPG,APPLE Ipod touch - NOHDR,2007,8,65.42524280047954
IMG_1006.JPG,APPLE Ipod touch - NOHDR,2007,8,70.54473535066575
IMG_1007.JPG,APPLE Ipod touch - NOHDR,2007,8,54.3199954484874
IMG_1008.JPG,APPLE Ipod touch - NOHDR,2007,8,74.27770245064279
IMG_1009.JPG,APPLE Ipod touch - NOHDR,2007,8,84.51005258551423
IMG_1010.JPG,APPLE Ipod touch - NOHDR,2007,8,88.7320093692608
IMG_1011.JPG,APPLE Ipod touch - NOHDR,2007,8,106.82299558080808
IMG_1012.JPG,APPLE Ipod touch - NOHDR,2007,8,74.46188985020662
IMG_1013.JPG,APPLE Ipod touch - NOHDR,2007,8,76.80879382524742
IMG_1014.JPG,APPLE Ipod touch - NOHDR,2007,8,171.68930306856444
IMG_1015.JPG,APPLE Ipod touch - NOHDR,2007,8,59.441711344824505
IMG_1016.JPG,APPLE Ipod touch - NOHDR,2007,8,90.18284605843792
IMG_1017.JPG,APPLE Ipod touch - NOHDR,2007,8,80.46395576663096
IMG_1018.JPG,APPLE Ipod touch - NOHDR,2007,8,80.2704184362565
IMG_1019.JPG,APPLE Ipod touch - NOHDR,2007,8,81.56130353407815
IMG_1020.JPG,APPLE Ipod touch - NOHDR,2007,8,92.39864076369759
IMG_1021.JPG,APPLE Ipod touch - NOHDR,2007,8,119.26955735543567
IMG_1022.JPG,APPLE Ipod touch - NOHDR,2007,8,122.41465236327926
IMG_1023.JPG,APPLE Ipod touch - NOHDR,2007,8,32.109275958766965
IMG_1024.JPG,APPLE Ipod touch - NOHDR,2007,8,39.26641952192378
IMG_1025.JPG,APPLE Ipod touch - NOHDR,2007,8,45.11977692008468
IMG_1026.JPG,APPLE Ipod touch - NOHDR,2007,8,39.22949667125803
IMG_1027.JPG,APPLE Ipod touch - NOHDR,2007,8,51.21593539562289
IMG_0940.JPG,APPLE Ipod touch - NOHDR,2007,8,33.278274578168045
IMG_0941.JPG,APPLE Ipod touch - NOHDR,2007,8,34.19537527261249
IMG_0942.JPG,APPLE Ipod touch - NOHDR,2007,8,45.288108356290174
IMG_0943.JPG,APPLE Ipod touch - NOHDR,2007,8,116.84940949903071
IMG_0944.JPG,APPLE Ipod touch - NOHDR,2007,8,138.85950213945006
IMG_0945.JPG,APPLE Ipod touch - NOHDR,2007,8,176.06916824494948
IMG_0946.JPG,APPLE Ipod touch - NOHDR,2007,8,150.65529904474033
IMG_0947.JPG,APPLE Ipod touch - NOHDR,2007,8,161.61707969052904
IMG_0948.JPG,APPLE Ipod touch - NOHDR,2007,8,102.41218749202888
IMG_0949.JPG,APPLE Ipod touch - NOHDR,2007,8,174.5418862711713
IMG_0950.JPG,APPLE Ipod touch - NOHDR,2007,8,35.80946539256198
IMG_0951.JPG,APPLE Ipod touch - NOHDR,2007,8,41.771492744681666
IMG_0952.JPG,APPLE Ipod touch - NOHDR,2007,8,29.795599819214875
IMG_0953.JPG,APPLE Ipod touch - NOHDR,2007,8,26.957685081560555
IMG_0954.JPG,APPLE Ipod touch - NOHDR,2007,8,96.79010313042036
IMG_0955.JPG,APPLE Ipod touch - NOHDR,2007,8,105.07410416507244
IMG_0956.JPG,APPLE Ipod touch - NOHDR,2007,8,52.37584354434497
IMG_0957.JPG,APPLE Ipod touch - NOHDR,2007,8,100.50904085042343
IMG_0958.JPG,APPLE Ipod touch - NOHDR,2007,8,101.30831575700184
IMG_0959.JPG,APPLE Ipod touch - NOHDR,2007,8,35.3025978694776
IMG_0960.JPG,APPLE Ipod touch - NOHDR,2007,8,48.96281191013672
IMG_0961.JPG,APPLE Ipod touch - NOHDR,2007,8,145.2692118071498
IMG_0962.JPG,APPLE Ipod touch - NOHDR,2007,8,108.25576910200489
IMG_0963.JPG,APPLE Ipod touch - NOHDR,2007,8,91.55419408733803
IMG_0964.JPG,APPLE Ipod touch - NOHDR,2007,8,62.15621731838588
IMG_0965.JPG,APPLE Ipod touch - NOHDR,2007,8,32.86248533312927
IMG_0966.JPG,APPLE Ipod touch - NOHDR,2007,8,38.782497082568106
IMG_0967.JPG,APPLE Ipod touch - NOHDR,2007,8,40.29162999948985
IMG_0968.JPG,APPLE Ipod touch - NOHDR,2007,8,27.585530175492295
IMG_0969.JPG,APPLE Ipod touch - NOHDR,2007,8,27.4696708642613
IMG_0970.JPG,APPLE Ipod touch - NOHDR,2007,8,123.06795464110805
IMG_0971.JPG,APPLE Ipod touch - NOHDR,2007,8,31.29204828429497
IMG_0972.JPG,APPLE Ipod touch - NOHDR,2007,8,34.081201854402615
IMG_0973.JPG,APPLE Ipod touch - NOHDR,2007,8,36.86364313909295
IMG_0974.JPG,APPLE Ipod touch - NOHDR,2007,8,74.44929547208193
IMG_0975.JPG,APPLE Ipod touch - NOHDR,2007,8,58.44172449718141
IMG_0976.JPG,APPLE Ipod touch - NOHDR,2007,8,38.839724780953475
IMG_0977.JPG,APPLE Ipod touch - NOHDR,2007,8,116.82080670977452
IMG_0978.JPG,APPLE Ipod touch - NOHDR,2007,8,40.33423008494031
IMG_0979.JPG,APPLE Ipod touch - NOHDR,2007,8,29.806431980792777
IMG_0980.JPG,APPLE Ipod touch - NOHDR,2007,8,52.45271747621416
IMG_0981.JPG,APPLE Ipod touch - NOHDR,2007,8,35.075558496900825
IMG_0982.JPG,APPLE Ipod touch - NOHDR,2007,8,32.823664358228754
IMG_0983.JPG,APPLE Ipod touch - NOHDR,2007,8,51.962656273913375
IMG_0984.JPG,APPLE Ipod touch - NOHDR,2007,8,36.97629666296806
IMG_0985.JPG,APPLE Ipod touch - NOHDR,2007,8,136.71866351328947
IMG_0986.JPG,APPLE Ipod touch - NOHDR,2007,8,125.77013187429854
IMG_0987.JPG,APPLE Ipod touch - NOHDR,2007,8,126.15300575196409
IMG_0988.JPG,APPLE Ipod touch - NOHDR,2007,8,113.96840704232986
IMG_0989.JPG,APPLE Ipod touch - NOHDR,2007,8,54.901924468804204
IMG_0990.JPG,APPLE Ipod touch - NOHDR,2007,8,33.416737011848284
IMG_0991.JPG,APPLE Ipod touch - NOHDR,2007,8,29.20845190382359
IMG_0992.JPG,APPLE Ipod touch - NOHDR,2007,8,96.06227003303235
