imageID,phone,phoneYear,resolution,complexity,stego,method,embeddingRate,message,key
IMG_0999.JPG,APPLE Ipod touch - NOHDR,2007,8,88.28637543362923,0,0,0.0,-,-
IMG_0705.JPG,APPLE Ipod touch - NOHDR,2007,8,31.573897912202835,0,0,0.0,-,-
IMG_0284.JPG,APPLE Ipod touch - NOHDR,2007,8,51.994731484669934,0,0,0.0,-,-
IMG_0770.JPG,APPLE Ipod touch - NOHDR,2007,8,73.48935794976278,0,0,0.0,-,-
IMG_0219.JPG,APPLE Ipod touch - NOHDR,2007,8,82.75139315344097,0,0,0.0,-,-
IMG_0050.JPG,APPLE Ipod touch - NOHDR,2007,8,98.07682172099787,0,0,0.0,-,-
IMG_0536.JPG,APPLE Ipod touch - NOHDR,2007,8,67.70338884425057,0,0,0.0,-,-
IMG_0687.JPG,APPLE Ipod touch - NOHDR,2007,8,28.083466849683706,0,0,0.0,-,-
IMG_0761.JPG,APPLE Ipod touch - NOHDR,2007,8,76.34916458620293,0,0,0.0,-,-
IMG_0370.JPG,APPLE Ipod touch - NOHDR,2007,8,81.66619059120242,0,0,0.0,-,-
IMG_0525.JPG,APPLE Ipod touch - NOHDR,2007,8,88.66486319954596,0,0,0.0,-,-
IMG_0205.JPG,APPLE Ipod touch - NOHDR,2007,8,34.69971056843689,0,0,0.0,-,-
IMG_0788.JPG,APPLE Ipod touch - NOHDR,2007,8,54.70357636497551,0,0,0.0,-,-
IMG_0225.JPG,APPLE Ipod touch - NOHDR,2007,8,52.09296863043312,0,0,0.0,-,-
IMG_0321.JPG,APPLE Ipod touch - NOHDR,2007,8,71.8002625290149,0,0,0.0,-,-
IMG_0988.JPG,APPLE Ipod touch - NOHDR,2007,8,113.96840704232986,0,0,0.0,-,-
IMG_0398.JPG,APPLE Ipod touch - NOHDR,2007,8,85.61091482214825,0,0,0.0,-,-
IMG_0606.JPG,APPLE Ipod touch - NOHDR,2007,8,83.38241195094888,0,0,0.0,-,-
IMG_0134.JPG,APPLE Ipod touch - NOHDR,2007,8,73.12595593721305,0,0,0.0,-,-
IMG_0411.JPG,APPLE Ipod touch - NOHDR,2007,8,107.30421859854862,0,0,0.0,-,-
IMG_0420.JPG,APPLE Ipod touch - NOHDR,2007,8,78.07085134807673,0,0,0.0,-,-
IMG_0104.JPG,APPLE Ipod touch - NOHDR,2007,8,36.18887163140241,0,0,0.0,-,-
IMG_0522.JPG,APPLE Ipod touch - NOHDR,2007,8,86.18935806932966,0,0,0.0,-,-
IMG_0378.JPG,APPLE Ipod touch - NOHDR,2007,8,39.22901063188704,0,0,0.0,-,-
IMG_0417.JPG,APPLE Ipod touch - NOHDR,2007,8,72.10636629871951,0,0,0.0,-,-
IMG_0230.JPG,APPLE Ipod touch - NOHDR,2007,8,34.2364646305224,0,0,0.0,-,-
IMG_0710.JPG,APPLE Ipod touch - NOHDR,2007,8,50.56562747104887,0,0,0.0,-,-
IMG_0384.JPG,APPLE Ipod touch - NOHDR,2007,8,32.21361918586113,0,0,0.0,-,-
IMG_0568.JPG,APPLE Ipod touch - NOHDR,2007,8,39.22468888697582,0,0,0.0,-,-
IMG_0762.JPG,APPLE Ipod touch - NOHDR,2007,8,61.22372458008111,0,0,0.0,-,-
IMG_0905.JPG,APPLE Ipod touch - NOHDR,2007,8,121.21844530373177,0,0,0.0,-,-
IMG_0087.JPG,APPLE Ipod touch - NOHDR,2007,8,115.06601745835884,0,0,0.0,-,-
IMG_0279.JPG,APPLE Ipod touch - NOHDR,2007,8,64.35655023243801,0,0,0.0,-,-
IMG_0958.JPG,APPLE Ipod touch - NOHDR,2007,8,101.30831575700184,0,0,0.0,-,-
IMG_0464.JPG,APPLE Ipod touch - NOHDR,2007,8,60.59614851163146,0,0,0.0,-,-
IMG_0998.JPG,APPLE Ipod touch - NOHDR,2007,8,77.72604517396184,0,0,0.0,-,-
IMG_0953.JPG,APPLE Ipod touch - NOHDR,2007,8,26.957685081560555,0,0,0.0,-,-
IMG_0408.JPG,APPLE Ipod touch - NOHDR,2007,8,92.48385269200848,0,0,0.0,-,-
IMG_1025.JPG,APPLE Ipod touch - NOHDR,2007,8,45.119776920084675,0,0,0.0,-,-
